Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,quintile,decile,vigintile,percentile,CP,DZ_Name,LARank,Number of small areas in CP,Number of small areas in LA,LAQuintile,Number in LA Quintile,children 00-17,all ages,NameC
S01010644,Inverness Merkinch,Highland,672,453,8,14,21,12,154,3441,81,1386,1,1,1,1,Inverness,Inverness Merkinch North,1,103,312,1,63,161,678,Inverness Merkinch North
S01010643,Inverness Merkinch,Highland,741,462,174,123,401,639,100,1275,241,1975,1,1,1,3,Inverness,Inverness South Kessock,2,103,312,1,63,237,720,Inverness South Kessock
S01007366,Dunoon,Argyll and Bute,451,241,189,261,49,223,929,6286,304,705,1,1,1,3,Bute & Cowal,-,1,32,125,1,25,80,444,Dunoon
S01010778,Wick South,Highland,476,323,215,417,178.5,240,148,4202,446,1700,1,1,1,4,Caithness,Wick Pultneytown South,3,38,312,1,63,113,486,Wick Pultneytown South
S01010740,Invergordon,Highland,487,311,216,176,126,128,1610,2871,1190,3822,1,1,1,4,East Ross,Invergordon Strath Avenue,4,30,312,1,63,110,493,Invergordon Strath Avenue
S01010641,Inverness Merkinch,Highland,1015,723,240,383,261,245,225,5935,169,835,1,1,1,4,Inverness,Inverness Merkinch East,5,103,312,1,63,181,994,Inverness Merkinch East
S01007399,Helensburgh East,Argyll and Bute,618,393,294,516,196,256,488,3443,804,1775,1,1,1,5,Helensburgh & Lomond,-,2,37,125,1,25,144,612,Helensburgh East
S01010642,Inverness Merkinch,Highland,1023,637,436,314,558,738,459,5928,437,1198,1,1,2,7,Inverness,Inverness Merkinch South,6,103,312,1,63,291,1024,Inverness Merkinch South
S01010620,"Inverness Central, Raigmore and Longman",Highland,674,569,458,668,273,336,2739,5497,2,98,1,1,2,7,Inverness,Inverness Central & Longman,7,103,312,1,63,73,646,Inverness Central & Longman
S01010608,Inverness Drummond,Highland,699,436,535,434,646,1241,445,3317,434,2513,1,1,2,8,Inverness,Inverness Hilton West,8,103,312,1,63,194,680,Inverness Hilton West
S01007346,Rothesay Town,Argyll and Bute,548,326,558,787,285,1382,718,6516,157,1389,1,1,2,8,Bute & Cowal,-,3,32,125,1,25,53,535,Rothesay Town
S01010564,Nairn West,Highland,479,291,575,848,154,1233,1524,4004,822,2696,1,1,2,9,Nairn & Nairnshire,Nairn Moss-side,9,18,312,1,63,71,489,Nairn Moss-side
S01007345,Rothesay Town,Argyll and Bute,523,310,597,340,413,761,1613,5110,3498,2267,1,1,2,9,Bute & Cowal,-,4,32,125,1,25,119,514,Rothesay Town
S01007295,Oban South,Argyll and Bute,477,293,609,559,656,170,1498,6952,1062,1323,1,1,2,9,"Oban, Lorn & the Isles",-,5,27,125,1,25,59,471,Oban South
S01010735,Alness,Highland,627,385,628,697,890,1485,105,3031,823,3834,1,1,2,10,East Ross,Alness Obsdale,10,30,312,1,63,214,648,Alness Obsdale
S01010784,Wick North,Highland,704,418,659,619,911,645,393,4929,1165,1492,1,1,2,10,Caithness,Wick Hillhead North,11,38,312,1,63,202,716,Wick Hillhead North
S01010637,Inverness Muirtown,Highland,510,369,682,659,519,853,1057,6190,1014,425,1,1,2,10,Inverness,Inverness Central North West,12,103,312,1,63,48,524,Inverness Central North West
S01010751,Seaboard,Highland,670,388,689,821,748,1869,428,441,3910,2185,1,1,2,10,East Ross,Seaboard South,13,30,312,1,63,152,680,Seaboard South
S01007368,Dunoon,Argyll and Bute,561,329,695,467.5,442,702,2095,5819,2495,2432,1,1,2,10,Bute & Cowal,-,6,32,125,1,25,182,569,Dunoon
S01010614,Inverness Hilton,Highland,603,385,714,1005,1017,1005,235,2027,756,1683,1,2,3,11,Inverness,Inverness Hilton South,14,103,312,1,63,136,615,Inverness Hilton South
S01007334,Campbeltown,Argyll and Bute,651,350,719,481,486,889,1611,6232,2566,1693,1,2,3,11,"Mid-Argyll, Kintyre & Islay",-,7,29,125,1,25,129,618,Campbeltown
S01007336,Campbeltown,Argyll and Bute,519,321,734,889,474,1044,1521,6661,52,1354.5,1,2,3,11,"Mid-Argyll, Kintyre & Islay",-,8,29,125,1,25,77,537,Campbeltown
S01010733,Alness,Highland,512,308,776,572,1389,991,382,4542,656,1629,1,2,3,12,East Ross,Alness Kirkside,15,30,312,1,63,150,506,Alness Kirkside
S01010633,Inverness Ballifeary and Dalneigh,Highland,1025,624,791,751,663,1439,1533,1241,1412,1138,1,2,3,12,Inverness,Inverness Dalneigh South West,16,103,312,1,63,261,1030,Inverness Dalneigh South West
S01010734,Alness,Highland,932,558,905,990,1365,1481,295,2671,848,2562,1,2,3,13,East Ross,Alness Teaninich,17,30,312,1,63,255,931,Alness Teaninich
S01010777,Wick South,Highland,527,301,912,1270,730,1156,524,6073,650,3800,1,2,3,14,Caithness,Wick South Head,18,38,312,1,63,97,521,Wick South Head
S01010523,Fort William South,Highland,578,352,941,1077,1678.5,1617,247,1299,1200,2784,1,2,3,14,Lochaber,Fort William North,19,27,312,1,63,172,592,Fort William North
S01010639,Inverness Muirtown,Highland,1130,771,972,1464,788,1209,660,6480,327,933,1,2,3,14,Inverness,Inverness Merkinch Telford,20,103,312,1,63,214,1129,Inverness Merkinch Telford
S01010732,Alness,Highland,768,477,999,908,1360,1120,987,1920,1296,1469,1,2,3,15,East Ross,Alness Firhill,21,30,312,1,63,176,761,Alness Firhill
S01010779,Wick South,Highland,706,436,1004,919,1116,1743,692,4468,423,3520,1,2,3,15,Caithness,Wick South,22,38,312,1,63,163,705,Wick South
S01007347,Rothesay Town,Argyll and Bute,551,309,1005,923,561,1494,1627,5350,1972,2921,1,2,3,15,Bute & Cowal,-,9,32,125,1,25,87,602,Rothesay Town
S01007364,Hunter's Quay,Argyll and Bute,800,492,1015,624.5,1024,1105,1237,5898,3950,1425,1,2,3,15,Bute & Cowal,-,10,32,125,1,25,197,801,Hunter's Quay
S01007350,Rothesay Town,Argyll and Bute,553,309,1039,583.5,913,1902,1826,6204,891,1955,1,2,3,15,Bute & Cowal,-,11,32,125,1,25,66,543,Rothesay Town
S01010622,"Inverness Central, Raigmore and Longman",Highland,653,411,1096,1002,1048,1378,1646,1578,2772,1314,1,2,4,16,Inverness,Inverness Raigmore North,23,103,312,1,63,162,646,Inverness Raigmore North
S01010743,Invergordon,Highland,702,442,1099,736,1569,2171,739,3557,743,2165,1,2,4,16,East Ross,Invergordon Castle Avenue,24,30,312,1,63,210,705,Invergordon Castle Avenue
S01010522,Fort William South,Highland,578,381,1129,1434,1391,627,2519,2862,45,1152,1,2,4,17,Lochaber,Fort William Central,25,27,312,1,63,97,582,Fort William Central
S01010714,Dingwall,Highland,721,439,1132,1136.5,1189,1306,1636,2505,403,2648,1,2,4,17,Mid Ross,Dingwall Central,26,33,312,1,63,111,670,Dingwall Central
S01007398,Helensburgh East,Argyll and Bute,638,421,1192,1071,1269,951,1254,2704,3547,2462,1,2,4,18,Helensburgh & Lomond,-,12,37,125,1,25,173,635,Helensburgh East
S01010650,Inverness Kinmylies and South West,Highland,1134,799,1220,1476,925,1501,3646,669,809,2271,1,2,4,18,Inverness,Inverness West,27,103,312,1,63,295,1224,Inverness West
S01010635,Inverness Ballifeary and Dalneigh,Highland,769,456,1225,1347,1425,1286,880,3091,812,1545,1,2,4,18,Inverness,Inverness Dalneigh Central,28,103,312,1,63,169,787,Inverness Dalneigh Central
S01007395,Helensburgh Centre,Argyll and Bute,722,491,1346,1402,1369,1243,1830,6916,152,1139,1,2,4,20,Helensburgh & Lomond,-,13,37,125,1,25,79,715,Helensburgh Centre
S01010747,Seaboard,Highland,825,494,1369,1718,1498,2919,751,666,2394,4130,1,2,4,20,East Ross,Milton & Kildary,29,30,312,1,63,171,821,Milton & Kildary
S01010589,Inverness Westhill,Highland,565,417,1387,1533,1422,1834,1518,1056,2731,1592,1,2,4,20,Inverness,Inverness Inshes Wood,30,103,312,1,63,90,557,Inverness Inshes Wood
S01010619,"Inverness Central, Raigmore and Longman",Highland,619,462,1400,1520,1820,2535,937,4652,84,439,2,3,5,21,Inverness,Inverness Central & Longman,31,103,312,1,63,124,614,Inverness Central & Longman
S01010774,Caithness South,Highland,683,373,1416,1706,927,2653,1677,980,4492,4492,2,3,5,21,Caithness,Lybster,32,38,312,1,63,140,677,Lybster
S01010806,Thurso West,Highland,863,557,1422,1336,1049,1601,2493,3477,1504,3194,2,3,5,21,Caithness,Thurso High and Low Ormlie,33,38,312,1,63,175,857,Thurso High and Low Ormlie
S01007367,Dunoon,Argyll and Bute,555,304,1431,1072,1007,1978,2659,6784,1041,2385,2,3,5,21,Bute & Cowal,-,14,32,125,1,25,91,513,Dunoon
S01010803,Thurso West,Highland,562,319,1439,1477.5,1336,1731,1182,5836,658,3587.5,2,3,5,21,Caithness,Thruso North West,34,38,312,1,63,122,562,Thruso North West
S01010577,Inverness Smithton,Highland,894,556,1476,1512,1961,1554,1133,2949,920,1638,2,3,5,22,Inverness,Smithton South,35,103,312,1,63,242,888,Smithton South
S01010745,Invergordon,Highland,545,316,1540,2098,884,2834,1762,6219,220,2482,2,3,5,23,East Ross,Invergordon Central,36,30,312,1,63,87,574,Invergordon Central
S01010782,Wick North,Highland,602,349,1555,1539,1952,1654,1499,6588,94,2096,2,3,5,23,Caithness,Wick Central North,37,38,312,1,63,109,611,Wick Central North
S01007296,Oban South,Argyll and Bute,544,390,1585,2625.5,1373.5,1703,1198,6581,160,493,2,3,5,23,"Oban, Lorn & the Isles",-,15,27,125,1,25,57,535,Oban South
S01010753,Tain,Highland,1086,656,1604,1743,1081,2178,2161,2818,1853,4634,2,3,5,23,East Ross,Tain South Rural,38,30,312,1,63,262,1071,Tain South Rural
S01010609,Inverness Drummond,Highland,559,344,1612,1632,2057,2035,1038,2390,1299,2489,2,3,5,24,Inverness,Inverness Hilton South West,39,103,312,1,63,138,561,Inverness Hilton South West
S01007370,Dunoon,Argyll and Bute,657,430,1634,1741,958,2304,2977,6826,435,1728,2,3,5,24,Bute & Cowal,-,16,32,125,1,25,102,662,Dunoon
S01007340,Bute,Argyll and Bute,481,258,1705,1504,1125,2878,3264,1244,5431,3641,2,3,5,25,Bute & Cowal,-,17,32,125,1,25,75,485,Bute
S01010556,Nairn East,Highland,1016,545,1760,1554,1642,1585,1787,6499,1448,2901,2,3,6,26,Nairn & Nairnshire,Nairn South,40,18,312,1,63,243,1030,Nairn South
S01007349,Rothesay Town,Argyll and Bute,479,251,1800,1133,1370,3118,1855,6072,3874,5231,2,3,6,26,Bute & Cowal,-,18,32,125,1,25,144,470,Rothesay Town
S01007316,Greater Lochgilphead,Argyll and Bute,766,450,1803,1825,974,1775,3832,5953,1447,3290.5,2,3,6,26,"Mid-Argyll, Kintyre & Islay",-,19,29,125,1,25,127,761,Greater Lochgilphead
S01007376,Garelochhead,Argyll and Bute,839,510,1814,1596,1479,2616,2137,2595,3509,1897,2,3,6,27,Helensburgh & Lomond,-,20,37,125,1,25,188,845,Garelochhead
S01010792,Caithness North West,Highland,595,373,1838,1761,1456,2024,2002,4355,2025,3123,2,3,6,27,Caithness,Castletown,41,38,312,1,63,111,565,Castletown
S01007335,Campbeltown,Argyll and Bute,704,392,1876,1572,1643.5,2520,2009,4122,1755,2459,2,3,6,27,"Mid-Argyll, Kintyre & Islay",-,21,29,125,1,25,169,753,Campbeltown
S01010634,Inverness Ballifeary and Dalneigh,Highland,633,403,1887,1942,2859,2864,505,2857,1496,2502,2,3,6,28,Inverness,Inverness Dalneigh West,42,103,312,1,63,141,636,Inverness Dalneigh West
S01010624,"Inverness Central, Raigmore and Longman",Highland,630,445,1895,3055,3332,1584,845,1052,476,1755.5,2,3,6,28,Inverness,Inverness Raigmore South,43,103,312,1,63,154,643,Inverness Raigmore South
S01010630,Inverness Ballifeary and Dalneigh,Highland,616,372,1920,1805,2039,2345,1313,3374,1979,3409,2,3,6,28,Inverness,Inverness Ballifeary,44,103,312,1,63,150,624,Inverness Ballifeary
S01010632,Inverness Ballifeary and Dalneigh,Highland,921,582,1922,1460,2178,1870,2050,3508,2462,2825,2,3,6,28,Inverness,Inverness Dalneigh South,45,103,312,1,63,148,885,Inverness Dalneigh South
S01010754,Tain,Highland,626,353,1926,1646,1197,2517,3720,5456,1371,2456,2,3,6,28,East Ross,Tain Academy,46,30,312,1,63,114,622,Tain Academy
S01007348,Rothesay Town,Argyll and Bute,525,306,1945,1616,1358,1805,2823,5890,4460,2443.5,2,3,6,28,Bute & Cowal,-,22,32,125,1,25,121,541,Rothesay Town
S01010638,Inverness Muirtown,Highland,830,492,1961,2093,2255,1405,2316,5397,267,1972,2,3,6,29,Inverness,Inverness Dalneigh North,47,103,312,1,63,97,778,Inverness Dalneigh North
S01010783,Wick North,Highland,562,360,1976,1679,1870,2048,1614,5992,2172,4069,2,3,6,29,Caithness,Wick North Primary School,48,38,312,1,63,111,548,Wick North Primary School
S01007369,Dunoon,Argyll and Bute,693,406,1984,1969,1293,1862,2679,6181,2320,3928,2,3,6,29,Bute & Cowal,-,23,32,125,1,25,154,696,Dunoon
S01010710,Conon,Highland,779,437,2028,2360,2260,2770,1529,925,3470,1794,2,3,6,30,Mid Ross,Conon North,49,33,312,1,63,213,764,Conon North
S01010570,Inverness East Rural,Highland,1067,657,2064,1671,2700,2926,963,2711,4295,2916,2,3,6,30,Inverness,Ardersier,50,103,312,1,63,238,1082,Ardersier
S01007396,Helensburgh Centre,Argyll and Bute,733,430,2081,1684,1335,2603,3961,6587,1497,2213,2,3,6,30,Helensburgh & Lomond,-,24,37,125,1,25,116,695,Helensburgh Centre
S01010716,Dingwall,Highland,851,525,2103,2529,2560,2741,1084,3378,568,1799,2,4,7,31,Mid Ross,Dingwall South East,51,33,312,1,63,129,827,Dingwall South East
S01010742,Invergordon,Highland,721,455,2162,2575,2336,2697,1633,4094,300,1818,2,4,7,31,East Ross,Invergordon Cromlet,52,30,312,1,63,154,724,Invergordon Cromlet
S01007293,Oban South,Argyll and Bute,747,471,2166,2079,2662,3140,1346,1827,2383,2575,2,4,7,32,"Oban, Lorn & the Isles",-,25,27,125,1,25,216,726,Oban South
S01010651,Inverness Kinmylies and South West,Highland,659,426,2189,2319,1698,2140,2329,3004,4386,4214,2,4,7,32,Inverness,Inverness Kinmylies South,53,103,312,1,63,137,647,Inverness Kinmylies South
S01010712,Dingwall,Highland,710,475,2190,2423.5,2809,2513,1561,1307,1666,5027,2,4,7,32,Mid Ross,Dingwall West,54,33,312,1,63,166,710,Dingwall West
S01010611,Inverness Hilton,Highland,948,615,2212,2111,2705,2838,1122,3440,2929,1302,2,4,7,32,Inverness,Inverness Hilton East,55,103,312,1,63,171,897,Inverness Hilton East
S01010771,Sutherland East,Highland,832,453,2216,2452,2501,3097,3024,242,5400,4241,2,4,7,32,Sutherland,Helmsdale & Kinbrace,56,20,312,1,63,132,876,Helmsdale & Kinbrace
S01010767,Sutherland East,Highland,653,371,2220,2241,1705,2574,2396,2819,4672,3961,2,4,7,32,Sutherland,Brora North,57,20,312,1,63,112,636,Brora North
S01010737,Alness,Highland,1160,671,2224,2167,1954,2457,2007,5283,1440,5149.5,2,4,7,32,East Ross,Alness Dalmore,58,30,312,1,63,202,1151,Alness Dalmore
S01007359,Hunter's Quay,Argyll and Bute,812,474,2277,2221,2107,2036,2900,2720,3037,3747,2,4,7,33,Bute & Cowal,-,26,32,125,2,25,162,795,Hunter's Quay
S01007300,Oban North,Argyll and Bute,503,353,2279,2819,2357,1694,2179,2018,4340,1215,2,4,7,33,"Oban, Lorn & the Isles",-,27,27,125,2,25,88,480,Oban North
S01010527,Lochaber East and North,Highland,802,477,2290,1974,1774,2540,3897,3814,2548,2745,2,4,7,33,Lochaber,Kinlochleven,59,27,312,1,63,132,773,Kinlochleven
S01010772,Caithness South,Highland,762,439,2298,3379,2080,3563,2924,176,5818,4733.5,2,4,7,33,Caithness,Dunbeath,60,38,312,1,63,97,763,Dunbeath
S01010801,Thurso East,Highland,658,399,2334,2524.5,2077,2490,2577,4559,649,6233,2,4,7,34,Caithness,Thurso Springpark,61,38,312,1,63,111,661,Thurso Springpark
S01010678,Skye North East,Highland,678,442,2344,3210,3066,3208,3801,51,3484,2625,2,4,7,34,"Skye, Lochalsh and West Ross",Skye North East,62,26,312,1,63,109,676,Skye North East
S01010770,Sutherland East,Highland,745,441,2347,2848,1461,2732,3436,2158,3967,5413,2,4,7,34,Sutherland,Golspie North,63,20,312,1,63,123,767,Golspie North
S01010613,Inverness Hilton,Highland,735,419,2362,1994,2644,1936,1910,5413,3503,3546,2,4,7,34,Inverness,Inverness Hilton North East,64,103,312,2,62,139,722,Inverness Hilton North East
S01010739,Alness,Highland,836,511,2387,2169,2166,2789,2540,3888,2198,4490.5,2,4,7,35,East Ross,Alness Coulhill,65,30,312,2,62,153,818,Alness Coulhill
S01010680,Skye North East,Highland,635,360,2400,2082,2156,2482,3060,4692,1805,4228,2,4,7,35,"Skye, Lochalsh and West Ross",Portree West,66,26,312,2,62,106,621,Portree West
S01007291,Oban South,Argyll and Bute,653,391,2402,2297,2299,1845,3705,5327,1152,1593,2,4,7,35,"Oban, Lorn & the Isles",-,28,27,125,2,25,105,642,Oban South
S01010704,Muir of Ord,Highland,615,350,2410,2346,1953,2528,3059,3101,3688,3794,2,4,7,35,Mid Ross,Muir of Ord South East,67,33,312,2,62,120,603,Muir of Ord South East
S01010672,Lochalsh,Highland,635,409,2419,2063,2290,2534,2470,5828,2066,2956,2,4,7,35,"Skye, Lochalsh and West Ross",Kyle of Lochalsh,68,26,312,2,62,132,620,Kyle of Lochalsh
S01010580,Inverness Smithton,Highland,531,393,2429,2682,2381,2027,2423,2935,2980,2735,2,4,7,35,Inverness,Smithton North East,69,103,312,2,62,69,507,Smithton North East
S01007337,Campbeltown,Argyll and Bute,583,339,2439,1757,2109,2354,2882,6475,5746,3177,2,4,7,35,"Mid-Argyll, Kintyre & Islay",-,29,29,125,2,25,66,567,Campbeltown
S01007379,Garelochhead,Argyll and Bute,472,289,2461,2831,2903,2667,996,3335,3186,3983,2,4,8,36,Helensburgh & Lomond,-,30,37,125,2,25,108,485,Garelochhead
S01010631,Inverness Ballifeary and Dalneigh,Highland,552,340,2583,2710,3067,3202,2414,3902,312,1676,2,4,8,38,Inverness,Inverness Ballifeary,70,103,312,2,62,73,530,Inverness Ballifeary
S01010799,Thurso East,Highland,791,488,2601,2588,2201,2829,3529,6579,410,3640,2,4,8,38,Caithness,Thurso Central,71,38,312,2,62,73,808,Thurso Central
S01007355,Cowal North,Argyll and Bute,892,477,2617,3380,3349,3794,3164,126,3687,3802,2,4,8,38,Bute & Cowal,-,31,32,125,2,25,97,854,Cowal North
S01010685,Skye North West,Highland,580,352,2627,3701,3671,3734,3005,35,5733,2090,2,4,8,38,"Skye, Lochalsh and West Ross",Duirinish,72,26,312,2,62,56,594,Duirinish
S01010654,Inverness Kinmylies and South West,Highland,772,498,2636,2990,2707,2706,1413,3294,4049,3412,2,4,8,38,Inverness,Inverness Kinmylies North,73,103,312,2,62,170,755,Inverness Kinmylies North
S01010780,Wick South,Highland,569,349,2649,2253,3008,2437,2293,5073,1543,5594,2,4,8,38,Caithness,Wick South West,74,38,312,2,62,109,567,Wick South West
S01007302,Benderloch Trail,Argyll and Bute,608,395,2659,2858,3362,2562,2200,1530,2753,2417,2,4,8,39,"Oban, Lorn & the Isles",-,32,27,125,2,25,106,593,Benderloch Trail
S01010813,Sutherland North and West,Highland,494,300,2660,3737,3238.5,3720,3377,121,5058,916,2,4,8,39,Sutherland,Lochinver & Elphin,75,20,312,2,62,65,476,Lochinver & Elphin
S01007317,Greater Lochgilphead,Argyll and Bute,735,478,2661,2942,2901,2731,3647,1324,1767,1343,2,4,8,39,"Mid-Argyll, Kintyre & Islay",-,33,29,125,2,25,178,764,Greater Lochgilphead
S01010706,Muir of Ord,Highland,768,450,2668,2758,2825,2617,2216,2876,2443,3749,2,4,8,39,Mid Ross,Muir of Ord South East,76,33,312,2,62,191,810,Muir of Ord South East
